FIPS code ,area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,area_title,own_title,industry_title,agglvl_title,size_title,annual_avg_estabs_count,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,Average hourly pay ,lq_disclosure_code,lq_annual_avg_estabs_count,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay
16011,16011,5,111,75,0,2009,A,,"Bingham County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,69,870,23486360,22095907,405638,519,26996,12.9353138476,,13.24,14.17,23.72,15.65,14.91,1.67,1.67
16013,16013,5,111,75,0,2009,A,,"Blaine County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,14,47,1113791,973951,18849,453,23572,11.2946813608,,1.69,0.92,1.14,0.71,0.76,1.23,1.23
16015,16015,5,111,75,0,2009,A,,"Boise County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,8,155802,152523,2467,356,18511,8.8696693819,,3.4,1.21,2.01,1.92,1.12,1.57,1.58
16017,16017,5,111,75,0,2009,A,,"Bonner County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,21,406348,391648,19315,369,19198,9.198850024,,0.37,0.38,0.45,0.3,0.71,1.16,1.16
16019,16019,5,111,75,0,2009,A,,"Bonneville County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,26,307,8594282,7861952,117924,538,27964,13.399137518,,1.48,1.72,2.81,1.79,1.63,1.64,1.64
16021,16021,5,111,75,0,2009,A,,"Boundary County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,15,243,7861146,5975413,217421,622,32361,15.5059894586,,6.69,17.24,34.48,19.05,27.64,2,2
16023,16023,5,111,75,0,2009,A,,"Butte County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,19,470282,470282,4626,489,25421,12.18064207,,4.44,0.55,0.33,0.32,0.32,0.61,0.61
16025,16025,5,111,75,0,2009,A,N,"Camas County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,0,N,13.45,0,0,0,0,0,0
16027,16027,5,111,75,0,2009,A,,"Canyon County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,104,1511,36238838,30620176,668575,461,23983,11.491614758,,4.99,7.15,10.49,6.3,7.4,1.46,1.47
16029,16029,5,111,75,0,2009,A,,"Caribou County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,48,1009846,855834,7080,403,20966,10.0459990417,,4.72,3.62,3.36,2.4,0.99,0.92,0.92
16031,16031,5,111,75,0,2009,A,,"Cassia County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,52,555,15604651,13989649,264596,541,28142,13.4844274078,,13.14,13.87,25.64,15.04,15.73,1.85,1.85
16033,16033,5,111,75,0,2009,A,N,"Clark County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,7.7,0,0,0,0,0,0
16035,16035,5,111,75,0,2009,A,N,"Clearwater County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,1.95,0,0,0,0,0,0
16037,16037,5,111,75,0,2009,A,N,"Custer County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,1.81,0,0,0,0,0,0
16039,16039,5,111,75,0,2009,A,,"Elmore County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,24,251,5824632,5576949,135693,447,23229,11.1303306181,,8.32,9.04,13.8,11.45,13.99,1.53,1.53
16041,16041,5,111,75,0,2009,A,,"Franklin County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,14,198410,184451,3631,268,13924,6.6717776713,,2.17,1.11,1.22,0.86,1.06,1.09,1.09
16043,16043,5,111,75,0,2009,A,,"Fremont County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,31,205,5063988,4601738,89924,475,24722,11.8457115477,,15.56,17.06,28.18,24.48,23.89,1.65,1.65
16045,16045,5,111,75,0,2009,A,,"Gem County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,65,1482726,1215108,37938,439,22811,10.9300431241,,2.79,5.16,8.53,5.43,8.09,1.65,1.65
16047,16047,5,111,75,0,2009,A,,"Gooding County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,16,308,10083719,6680634,107456,630,32748,15.6914230954,,6.05,12.24,25.08,10.4,10.98,2.05,2.05
16049,16049,5,111,75,0,2009,A,N,"Idaho County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,0,N,1.34,0,0,0,0,0,0
16051,16051,5,111,75,0,2009,A,,"Jefferson County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,31,311,10079195,8795205,104576,624,32435,15.5414470532,,9.96,13.32,31.92,18.45,11.67,2.4,2.4
16053,16053,5,111,75,0,2009,A,,"Jerome County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,36,399,10679604,9744529,187336,515,26794,12.8385241974,,10.66,10.85,18.12,9.68,11.29,1.67,1.67
16055,16055,5,111,75,0,2009,A,,"Kootenai County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,20,364411,332411,6574,355,18451,8.8409199808,,0.29,0.09,0.1,0.07,0.06,1.08,1.09
16057,16057,5,111,75,0,2009,A,,"Latah County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,12,42,986218,862291,18290,449,23342,11.1844753234,,2.44,0.74,1.08,1.1,1.31,1.45,1.45
16059,16059,5,111,75,0,2009,A,N,"Lemhi County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.53,0,0,0,0,0,0
16061,16061,5,111,75,0,2009,A,,"Lewis County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,5,144132,139980,2022,545,28354,13.5860086248,,3.21,0.89,1.94,1.33,0.95,2.15,2.15
16063,16063,5,111,75,0,2009,A,N,"Lincoln County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,0,0,0,0,0,0,0,N,9.44,0,0,0,0,0,0
16065,16065,5,111,75,0,2009,A,,"Madison County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,34,225,7462000,5349571,73203,637,33140,15.8792525156,,7.48,4.53,10.14,6.47,5.24,2.23,2.24
16067,16067,5,111,75,0,2009,A,,"Minidoka County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,55,638,16742809,15354930,279375,505,26239,12.5725922377,,20.23,23.18,38.57,23.15,22.89,1.66,1.66
16069,16069,5,111,75,0,2009,A,,"Nez Perce County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,55,1247789,1201619,36117,435,22619,10.8380450407,,1.47,0.66,0.82,0.59,1.12,1.24,1.24
16071,16071,5,111,75,0,2009,A,N,"Oneida County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,5.04,0,0,0,0,0,0
16073,16073,5,111,75,0,2009,A,,"Owyhee County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,133,4662049,3306465,75832,672,34944,16.7436511739,,9.46,10.19,28.23,13.6,14.72,2.76,2.76
16075,16075,5,111,75,0,2009,A,N,"Payette County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,19,0,0,0,0,0,0,0,N,6.46,0,0,0,0,0,0
16077,16077,5,111,75,0,2009,A,,"Power County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,26,357,9477104,8817801,237378,510,26516,12.7053186392,,24.59,26.83,40.79,25.65,32.62,1.52,1.52
16081,16081,5,111,75,0,2009,A,,"Teton County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,97,1927970,1660030,23660,384,19962,9.5649257307,,3.23,8.43,10.13,6.07,4.73,1.21,1.21
16083,16083,5,111,75,0,2009,A,,"Twin Falls County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,63,446,11664227,10771753,191306,503,26143,12.526593196,,4.6,3.26,5.54,3.53,3.62,1.7,1.7
16085,16085,5,111,75,0,2009,A,N,"Valley County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.3,0,0,0,0,0,0
16087,16087,5,111,75,0,2009,A,,"Washington County, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,11,72,1459171,1381983,35259,387,20150,9.6550071874,,6.79,6.17,9.07,6.11,7.41,1.46,1.46
16999,16999,5,111,75,0,2009,A,,"Unknown Or Undefined, Idaho",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,6,250833,209694,3223,772,40133,19.2299952084,,0.43,0.36,0.47,0.29,0.23,1.27,1.27
17000,17000,5,111,55,0,2009,A,,Illinois -- Statewide,Private,Crop production,"State, NAICS 3-digit -- by ownership sector",All establishment sizes,882,8964,267144275,116439408,4149966,573,29803,14.2803066603,,0.5,0.39,0.45,0.38,0.41,1.14,1.14
17001,17001,5,111,75,0,2009,A,,"Adams County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,70,1698836,1004140,26704,465,24183,11.5874460949,,0.45,0.52,0.69,0.62,0.68,1.32,1.33
17003,17003,5,111,75,0,2009,A,,"Alexander County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,12,548096,146434,878,866,45049,21.5855294681,,4.54,1.54,3.54,1.59,0.29,2.27,2.27
17005,17005,5,111,75,0,2009,A,N,"Bond County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.64,0,0,0,0,0,0
17007,17007,5,111,75,0,2009,A,,"Boone County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,175,5474487,2577911,151908,603,31357,15.0249161476,,2.12,3.45,5.07,3.35,3.71,1.47,1.47
17009,17009,5,111,75,0,2009,A,N,"Brown County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,4.32,0,0,0,0,0,0
17011,17011,5,111,75,0,2009,A,,"Bureau County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,16,544,16515949,7190768,68174,584,30365,14.5495927168,,3.74,10.78,17.47,10.49,3.81,1.62,1.62
17013,17013,5,111,75,0,2009,A,N,"Calhoun County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,3.44,0,0,0,0,0,0
17015,17015,5,111,75,0,2009,A,,"Carroll County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,55,1869558,943166,24707,659,34251,16.4115955918,,2.68,3.28,7.13,4.9,3.95,2.19,2.19
17017,17017,5,111,75,0,2009,A,N,"Cass County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,0,0,0,0,0,0,0,N,3.22,0,0,0,0,0,0
17019,17019,5,111,75,0,2009,A,,"Champaign County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,15,111,2514383,1182645,26665,437,22720,10.8864398658,,0.76,0.3,0.33,0.31,0.24,1.08,1.08
17021,17021,5,111,75,0,2009,A,N,"Christian County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,0,0,0,0,0,0,0,N,3.37,0,0,0,0,0,0
17023,17023,5,111,75,0,2009,A,,"Clark County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,14,388246,199659,8718,524,27245,13.054623862,,1.75,0.81,1.39,0.84,1.39,1.68,1.69
17025,17025,5,111,75,0,2009,A,,"Clay County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,34,944821,491127,11079,532,27653,13.2501197892,,3.85,1.7,2.81,1.74,1.35,1.64,1.64
17027,17027,5,111,75,0,2009,A,,"Clinton County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,89,2588737,1098048,11453,560,29142,13.963584092,,1.17,1.8,3.07,1.92,0.64,1.71,1.71
17029,17029,5,111,75,0,2009,A,N,"Coles County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,0,0,0,0,0,0,0,N,1.03,0,0,0,0,0,0
17031,17031,5,111,75,0,2009,A,,"Cook County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,23,170,3845771,2054632,52884,434,22567,10.8131288931,,0.03,0.02,0.01,0.02,0.01,0.77,0.77
17033,17033,5,111,75,0,2009,A,,"Crawford County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,20,564400,277580,7154,534,27757,13.2999520843,,2.24,0.68,0.87,0.65,0.42,1.25,1.25
17035,17035,5,111,75,0,2009,A,N,"Cumberland County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0
17037,17037,5,111,75,0,2009,A,,"DeKalb County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,15,341,11560446,3650141,201345,653,33951,16.2678485865,,1.45,2.34,4.22,2.46,4.49,1.81,1.81
17039,17039,5,111,75,0,2009,A,N,"DeWitt County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,0,N,2.04,0,0,0,0,0,0
17041,17041,5,111,75,0,2009,A,,"Douglas County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,10,42,1180324,509326,10582,538,27992,13.4125539051,,3.26,1.48,2.47,1.31,0.94,1.66,1.66
17043,17043,5,111,75,0,2009,A,,"DuPage County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,15,308,8586463,3430001,87629,537,27901,13.3689506469,,0.09,0.14,0.13,0.1,0.08,0.99,0.99
17045,17045,5,111,75,0,2009,A,,"Edgar County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,47,2286739,720944,14905,932,48482,23.2304743651,,4.42,1.79,4.87,2.14,1.13,2.71,2.71
17047,17047,5,111,75,0,2009,A,N,"Edwards County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,1.2,0,0,0,0,0,0
17049,17049,5,111,75,0,2009,A,,"Effingham County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,18,434308,217074,3534,458,23798,11.4029707714,,0.71,0.22,0.31,0.2,0.12,1.39,1.39
17051,17051,5,111,75,0,2009,A,,"Fayette County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,74,1746877,994648,59275,454,23606,11.3109726881,,2.74,3.01,4.55,3.28,5.63,1.51,1.51
17053,17053,5,111,75,0,2009,A,,"Ford County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,14,291718,163295,3860,398,20714,9.9252515573,,3.1,0.75,0.89,0.63,0.58,1.18,1.18
17055,17055,5,111,75,0,2009,A,N,"Franklin County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.48,0,0,0,0,0,0
17057,17057,5,111,75,0,2009,A,,"Fulton County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,26,762411,337171,5141,571,29704,14.2328701485,,2.18,0.72,1.41,1,0.55,1.97,1.98
17059,17059,5,111,75,0,2009,A,,"Gallatin County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,78,2125881,1013504,27880,521,27110,12.9899377096,,12.38,16.02,27.46,13.8,15.81,1.7,1.7
17061,17061,5,111,75,0,2009,A,N,"Greene County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,1.32,0,0,0,0,0,0
17063,17063,5,111,75,0,2009,A,,"Grundy County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,36,935465,486798,10746,501,26045,12.4796358409,,1.39,0.55,0.57,0.57,0.35,1.03,1.03
17065,17065,5,111,75,0,2009,A,,"Hamilton County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,26,844633,368499,2211,621,32279,15.4666986104,,4.05,3.97,9.04,5.45,1.06,2.26,2.26
17067,17067,5,111,75,0,2009,A,N,"Hancock County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,0.86,0,0,0,0,0,0
17071,17071,5,111,75,0,2009,A,,"Henderson County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,18,564856,283093,3973,598,31093,14.8984187829,,5.43,3.84,8.82,4.9,2.72,2.27,2.28
17073,17073,5,111,75,0,2009,A,N,"Henry County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,10,0,0,0,0,0,0,0,N,1.85,0,0,0,0,0,0
17075,17075,5,111,75,0,2009,A,,"Iroquois County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,15,133,3428771,1922321,92859,495,25764,12.3449928126,,3.79,4.02,6.85,5.12,7.54,1.7,1.7
17077,17077,5,111,75,0,2009,A,,"Jackson County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,42,1043795,496426,12942,481,25001,11.9793962626,,1.24,0.39,0.52,0.51,0.46,1.33,1.33
17079,17079,5,111,75,0,2009,A,N,"Jasper County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,0,0,0,0,0,0,0,N,5.15,0,0,0,0,0,0
17081,17081,5,111,75,0,2009,A,N,"Jefferson County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,1,0,0,0,0,0,0,0,N,0.21,0,0,0,0,0,0
17083,17083,5,111,75,0,2009,A,,"Jersey County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,55,1684986,617080,18447,595,30917,14.8140872065,,1.9,2.65,5.29,2.84,2.89,2.01,2.01
17085,17085,5,111,75,0,2009,A,,"Jo Daviess County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,11,271763,140716,1417,486,25280,12.1130809775,,0.78,0.33,0.52,0.33,0.1,1.61,1.62
17089,17089,5,111,75,0,2009,A,,"Kane County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,34,590,16410224,8323680,443252,535,27834,13.336847149,,0.56,0.74,0.94,0.82,1.31,1.27,1.27
17091,17091,5,111,75,0,2009,A,,"Kankakee County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,39,730,26568781,10215744,577178,700,36416,17.4489698131,,3.24,4.19,8.18,4.98,8.04,1.95,1.95
17093,17093,5,111,75,0,2009,A,,"Kendall County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,8,39,1113875,504753,26206,546,28379,13.5979875419,,0.85,0.41,0.59,0.4,0.76,1.43,1.43
17095,17095,5,111,75,0,2009,A,,"Knox County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,17,75,1777060,873450,12236,454,23615,11.3152850982,,3.01,0.92,1.4,1.07,0.56,1.52,1.52
17097,17097,5,111,75,0,2009,A,,"Lake County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,16,299,8857316,4752257,135406,570,29631,14.1978917106,,0.16,0.23,0.22,0.25,0.22,0.97,0.97
17099,17099,5,111,75,0,2009,A,,"LaSalle County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,16,85,1950164,1111611,44047,443,23033,11.036415908,,1.17,0.49,0.59,0.52,0.64,1.2,1.2
17101,17101,5,111,75,0,2009,A,N,"Lawrence County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,1.26,0,0,0,0,0,0
17103,17103,5,111,75,0,2009,A,,"Lee County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,77,2873863,1136019,64748,717,37283,17.8643986584,,1.88,1.47,2.81,1.96,3.21,1.91,1.91
17105,17105,5,111,75,0,2009,A,,"Livingston County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,14,83,2049516,881128,11553,474,24643,11.8078581696,,3.09,1.4,1.8,1.38,0.66,1.28,1.28
17107,17107,5,111,75,0,2009,A,,"Logan County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,61,2467388,780995,18212,778,40449,19.3814087207,,2.27,1.67,3.74,1.99,1.5,2.23,2.23
17109,17109,5,111,75,0,2009,A,,"McDonough County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,30,991151,440913,2947,639,33223,15.9190225204,,1.46,0.58,1.11,0.87,0.2,1.92,1.92
17111,17111,5,111,75,0,2009,A,,"McHenry County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,34,363,8618166,4861396,172814,456,23714,11.36272161,,0.84,0.92,1.07,0.95,1.04,1.16,1.16
17113,17113,5,111,75,0,2009,A,,"McLean County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,22,75,2290710,956498,16666,587,30509,14.6185912793,,1.25,0.22,0.27,0.21,0.15,1.26,1.26
17115,17115,5,111,75,0,2009,A,,"Macon County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,11,54,1914822,780188,23510,684,35569,17.0431241016,,0.92,0.26,0.41,0.28,0.27,1.58,1.58
17117,17117,5,111,75,0,2009,A,,"Macoupin County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,9,47,1510591,728444,18227,619,32197,15.4274077623,,1.79,1.09,2.18,1.38,1.21,2,2.01
17119,17119,5,111,75,0,2009,A,,"Madison County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,27,221,5905128,3161389,44079,515,26771,12.8275035937,,0.96,0.59,0.76,0.64,0.24,1.3,1.3
17121,17121,5,111,75,0,2009,A,,"Marion County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,66,2197697,813562,40321,638,33173,15.8950646862,,1.46,1.23,2.47,1.2,1.93,2,2
17123,17123,5,111,75,0,2009,A,N,"Marshall County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,1.47,0,0,0,0,0,0
17125,17125,5,111,75,0,2009,A,,"Mason County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,155,5808672,2210061,100178,723,37597,18.0148538572,,7.61,11.14,26.38,14.7,21.16,2.37,2.38
17129,17129,5,111,75,0,2009,A,N,"Menard County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,4,0,0,0,0,0,0,0,N,3.09,0,0,0,0,0,0
17131,17131,5,111,75,0,2009,A,N,"Mercer County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,2,0,0,0,0,0,0,0,N,1.32,0,0,0,0,0,0
17133,17133,5,111,75,0,2009,A,,"Monroe County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,29,1385373,418550,11950,919,47771,22.8897939626,,1.57,0.9,2.58,1.03,1.15,2.88,2.88
17135,17135,5,111,75,0,2009,A,N,"Montgomery County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,3,0,0,0,0,0,0,0,N,0.82,0,0,0,0,0,0
17137,17137,5,111,75,0,2009,A,,"Morgan County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,107,3158175,1307739,44628,570,29631,14.1978917106,,1.42,1.73,2.83,2.01,2.25,1.64,1.64
17139,17139,5,111,75,0,2009,A,,"Moultrie County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,20,1067387,235938,1831,1044,54274,26.0057498802,,3.53,1.07,3.3,0.84,0.26,3.15,3.15
17141,17141,5,111,75,0,2009,A,,"Ogle County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,83,2397437,1042611,40711,555,28885,13.8404408241,,2.43,1.25,1.72,1.12,1.23,1.38,1.38
17143,17143,5,111,75,0,2009,A,,"Peoria County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,18,219,6474722,2581882,107095,569,29610,14.1878294202,,0.8,0.54,0.67,0.52,0.72,1.25,1.25
17147,17147,5,111,75,0,2009,A,,"Piatt County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,13,53,2040581,772937,10576,739,38441,18.4192620987,,7.61,3.69,8.72,4.11,2.34,2.36,2.36
17149,17149,5,111,75,0,2009,A,,"Pike County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,15,51,1454401,658826,14769,552,28705,13.754192621,,6.66,3.07,6.38,3.19,2.94,2.09,2.09
17155,17155,5,111,75,0,2009,A,N,"Putnam County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,6,0,0,0,0,0,0,0,N,6.65,0,0,0,0,0,0
17157,17157,5,111,75,0,2009,A,N,"Randolph County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,7,0,0,0,0,0,0,0,N,2.06,0,0,0,0,0,0
17159,17159,5,111,75,0,2009,A,N,"Richland County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,0,0,0,0,0,0,0,N,2.24,0,0,0,0,0,0
17161,17161,5,111,75,0,2009,A,,"Rock Island County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,5,52,1544666,526205,34817,567,29469,14.1202683277,,0.3,0.17,0.19,0.14,0.29,1.14,1.14
17163,17163,5,111,75,0,2009,A,,"St. Clair County, Illinois",Private,Crop production,"County, NAICS 3-digit -- by ownership sector",All establishment sizes,21,291,7125121,3784422,81093,471,24485,11.7321514135,,0.81,0.75,0.9,0.81,0.53,1.2,1.2
